,"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),wind_speed (m/s),surface_solar_radiation (W/m^2),surface_diffuse_solar_radiation (W/m^2),direct_normal_solar_radiation (W/m^2)
08/16/2023 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.6,1.77,756.6,98.27,871.36
08/16/2023 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.46,1.98,860.69,103.77,894.65
08/16/2023 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.99,1.84,899.66,120.2,876.43
08/16/2023 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.23,1.85,886.2,129.96,856.95
08/16/2023 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.52,1.99,753.83,186.08,687.49
08/16/2023 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.6,2.32,653.9,148.47,698.77
08/16/2023 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.91,2.63,526.93,117.6,703.46
08/16/2023 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.67,2.48,351.18,82.15,654.32
08/16/2023 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.35,1.56,150.15,59.22,408.21
08/16/2023 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.98,2.03,22.01,10.9,0.0
08/16/2023 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.77,2.41,0.0,0.0,0.0
08/16/2023 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.93,2.85,0.0,0.0,0.0
08/17/2023 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.44,3.17,0.0,0.0,0.0
08/17/2023 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.94,3.53,0.0,0.0,0.0
08/17/2023 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.53,3.81,0.0,0.0,0.0
08/17/2023 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.63,3.85,0.0,0.0,0.0
08/17/2023 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.41,4.18,0.0,0.0,0.0
08/17/2023 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.51,5.05,0.0,0.0,0.0
08/17/2023 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.38,5.63,0.0,0.0,0.0
08/17/2023 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.65,6.82,0.0,0.0,0.0
08/17/2023 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.88,7.27,49.05,19.59,367.78
08/17/2023 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.89,6.74,216.38,57.29,582.45
08/17/2023 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.8,6.76,375.54,86.18,632.0
08/17/2023 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.17,6.37,480.38,123.27,574.5
08/17/2023 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.33,6.05,401.74,200.17,267.61
08/17/2023 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.5,5.91,146.48,136.06,12.36
08/17/2023 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.74,6.2,252.43,218.19,38.6
08/17/2023 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.34,6.02,410.74,186.82,254.51
08/17/2023 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.08,6.32,642.09,143.61,605.73
08/17/2023 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.14,6.68,519.41,151.58,510.78
08/17/2023 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.23,6.15,475.96,112.49,628.43
08/17/2023 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.47,5.23,240.18,103.79,334.82
08/17/2023 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.35,4.58,125.24,43.48,373.93
08/17/2023 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.82,4.31,18.21,9.16,0.0
08/17/2023 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.91,3.89,0.0,0.0,0.0
08/17/2023 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.28,3.4,0.0,0.0,0.0
08/18/2023 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.21,3.15,0.0,0.0,0.0
08/18/2023 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.81,2.73,0.0,0.0,0.0
08/18/2023 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.44,2.04,0.0,0.0,0.0
08/18/2023 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.85,2.05,0.0,0.0,0.0
08/18/2023 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.17,2.3,0.0,0.0,0.0
08/18/2023 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.73,2.23,0.0,0.0,0.0
08/18/2023 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.31,1.41,0.0,0.0,0.0
08/18/2023 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.5,1.51,0.0,0.0,0.0
08/18/2023 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.61,2.39,47.48,19.41,363.78
08/18/2023 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.24,2.03,214.74,57.52,581.27
08/18/2023 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.82,2.29,410.77,77.87,731.07
08/18/2023 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.54,2.54,595.71,90.56,815.79
08/18/2023 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.23,2.72,748.42,98.3,865.82
08/18/2023 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.96,2.87,831.73,130.83,833.1
08/18/2023 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.35,3.07,851.25,142.55,801.35
08/18/2023 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.83,3.12,753.01,244.55,579.7
08/18/2023 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.02,2.81,663.22,277.55,470.34
08/18/2023 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.0,2.51,593.92,189.08,564.73
08/18/2023 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.46,2.3,500.68,143.65,621.13
08/18/2023 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.02,1.81,328.28,98.6,569.27
08/18/2023 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.03,0.99,151.98,58.15,437.5
08/18/2023 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.04,1.65,17.94,11.17,0.0
08/18/2023 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.23,2.18,0.0,0.0,0.0
08/18/2023 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.76,2.29,0.0,0.0,0.0
08/19/2023 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.48,2.13,0.0,0.0,0.0
08/19/2023 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.71,1.94,0.0,0.0,0.0
08/19/2023 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.05,2.45,0.0,0.0,0.0
08/19/2023 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.28,2.61,0.0,0.0,0.0
08/19/2023 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.23,2.49,0.0,0.0,0.0
08/19/2023 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.13,2.24,0.0,0.0,0.0
08/19/2023 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.64,2.07,0.0,0.0,0.0
08/19/2023 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.71,2.52,0.0,0.0,0.0
08/19/2023 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.35,3.24,44.41,18.75,345.76
08/19/2023 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.21,2.74,201.74,65.88,507.42
08/19/2023 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.0,3.09,372.31,117.17,563.43
08/19/2023 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.28,3.77,557.6,133.5,687.57
08/19/2023 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.26,4.08,722.6,113.34,813.98
08/19/2023 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.45,4.21,832.31,101.55,871.11
08/19/2023 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.32,4.47,880.38,104.45,879.92
08/19/2023 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.8,4.45,808.8,134.2,771.56
08/19/2023 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,26.19,4.13,636.07,244.72,479.03
08/19/2023 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,26.54,4.29,628.21,153.47,665.33
08/19/2023 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.85,4.1,444.23,164.0,490.65
08/19/2023 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.67,3.47,323.13,88.09,588.36
08/19/2023 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.0,3.46,149.12,47.78,482.09
08/19/2023 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.71,3.77,16.8,8.57,0.0
08/19/2023 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.59,4.31,0.0,0.0,0.0
08/19/2023 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.45,3.88,0.0,0.0,0.0
08/20/2023 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.28,2.58,0.0,0.0,0.0
08/20/2023 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.93,2.9,0.0,0.0,0.0
08/20/2023 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.59,3.19,0.0,0.0,0.0
08/20/2023 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.79,3.28,0.0,0.0,0.0
08/20/2023 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.75,3.5,0.0,0.0,0.0
08/20/2023 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.88,3.42,0.0,0.0,0.0
08/20/2023 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.28,3.16,0.0,0.0,0.0
08/20/2023 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.2,3.41,0.0,0.0,0.0
08/20/2023 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.88,3.11,38.09,21.58,231.71
08/20/2023 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.81,3.09,192.3,59.38,501.51
08/20/2023 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.89,3.26,377.81,78.5,664.69
08/20/2023 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,26.11,2.48,554.99,93.12,751.78
08/20/2023 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,27.2,1.83,701.46,100.0,806.17
08/20/2023 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,28.45,1.3,780.17,136.6,769.44
08/20/2023 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,29.31,0.36,849.57,112.19,838.71
08/20/2023 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,29.98,0.2,748.04,198.15,630.97
08/20/2023 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,30.5,0.76,619.04,293.56,399.92
08/20/2023 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,30.83,1.23,434.35,301.79,186.67
08/20/2023 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,29.7,2.5,235.51,172.91,110.33
08/20/2023 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,29.2,2.16,167.68,121.18,117.6
08/20/2023 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,28.77,1.8,84.58,56.97,134.1
08/20/2023 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,27.57,2.07,12.4,8.39,0.0
08/20/2023 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,26.42,2.04,0.0,0.0,0.0
08/20/2023 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.7,2.04,0.0,0.0,0.0
08/21/2023 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.65,2.2,0.0,0.0,0.0
08/21/2023 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.06,1.9,0.0,0.0,0.0
08/21/2023 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.64,1.71,0.0,0.0,0.0
08/21/2023 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.58,1.84,0.0,0.0,0.0
08/21/2023 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.05,1.92,0.0,0.0,0.0
08/21/2023 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.99,1.94,0.0,0.0,0.0
08/21/2023 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.31,2.55,0.0,0.0,0.0
08/21/2023 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.61,2.81,0.0,0.0,0.0
08/21/2023 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.12,2.65,18.85,16.29,37.53
08/21/2023 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.04,2.45,113.22,72.34,155.83
08/21/2023 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.99,2.48,166.03,130.67,78.98
08/21/2023 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,27.33,2.73,271.53,196.92,121.94
08/21/2023 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,28.71,2.79,530.81,245.0,384.35
08/21/2023 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,29.86,2.81,601.3,269.05,398.43
08/21/2023 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,30.28,2.67,583.2,231.09,401.71
08/21/2023 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,30.61,2.68,653.57,343.39,357.1
08/21/2023 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,30.99,2.64,483.76,245.85,293.47
08/21/2023 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,30.86,2.53,526.87,216.9,438.63
08/21/2023 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,30.83,2.66,403.9,145.41,458.6
08/21/2023 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,30.67,2.33,296.01,78.36,556.17
08/21/2023 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,29.53,2.26,120.88,57.65,313.79
08/21/2023 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,27.79,2.97,11.86,7.53,0.0
08/21/2023 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,26.52,3.0,0.0,0.0,0.0
08/21/2023 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.52,2.85,0.0,0.0,0.0
08/22/2023 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.0,2.73,0.0,0.0,0.0
08/22/2023 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.38,2.54,0.0,0.0,0.0
08/22/2023 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.77,2.36,0.0,0.0,0.0
08/22/2023 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.79,2.33,0.0,0.0,0.0
08/22/2023 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.13,2.42,0.0,0.0,0.0
08/22/2023 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.88,2.61,0.0,0.0,0.0
08/22/2023 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.66,1.91,0.0,0.0,0.0
08/22/2023 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.61,2.44,0.0,0.0,0.0
08/22/2023 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.04,3.06,36.47,17.6,288.9
08/22/2023 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.02,3.4,188.1,58.57,499.01
08/22/2023 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.55,3.29,370.79,88.27,634.66
08/22/2023 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,26.76,2.88,552.38,100.39,741.68
08/22/2023 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,27.45,2.82,681.72,123.88,752.69
08/22/2023 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,28.37,2.63,775.0,133.16,772.08
08/22/2023 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,28.64,2.74,770.24,172.41,684.17
08/22/2023 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,29.25,2.69,749.56,196.01,639.46
08/22/2023 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,29.59,2.21,625.7,237.2,481.14
08/22/2023 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,29.77,1.63,518.04,253.69,375.97
08/22/2023 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,29.9,0.92,393.34,172.0,395.41
08/22/2023 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,29.87,0.98,257.18,107.44,386.75
08/22/2023 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,28.75,2.11,106.78,58.81,243.48
08/22/2023 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,27.49,3.22,10.16,7.47,0.0
08/22/2023 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,26.36,3.47,0.0,0.0,0.0
08/22/2023 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.93,3.3,0.0,0.0,0.0
08/23/2023 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.43,3.23,0.0,0.0,0.0
08/23/2023 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.73,3.17,0.0,0.0,0.0
08/23/2023 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.05,3.2,0.0,0.0,0.0
08/23/2023 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.0,3.23,0.0,0.0,0.0
08/23/2023 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.76,3.27,0.0,0.0,0.0
08/23/2023 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.46,3.12,0.0,0.0,0.0
08/23/2023 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.14,3.21,0.0,0.0,0.0
08/23/2023 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.23,3.06,0.0,0.0,0.0
08/23/2023 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.9,3.22,34.49,16.21,293.33
08/23/2023 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.32,2.96,174.04,63.24,431.46
08/23/2023 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,26.54,3.47,336.89,95.42,545.65
08/23/2023 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,29.1,4.31,498.83,123.15,619.01
08/23/2023 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,30.17,4.71,637.1,190.24,605.0
08/23/2023 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,31.51,5.2,752.4,177.12,694.19
08/23/2023 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,32.13,5.66,615.39,350.63,303.97
08/23/2023 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,32.29,5.45,700.67,298.63,466.06
08/23/2023 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,32.75,5.11,749.25,132.24,767.27
08/23/2023 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,32.86,5.24,640.2,108.16,760.59
08/23/2023 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,32.78,5.0,492.72,96.04,713.68
08/23/2023 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,32.21,4.84,309.53,72.34,619.42
08/23/2023 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,31.25,4.51,131.12,43.71,454.07
08/23/2023 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,30.3,4.28,10.8,6.27,0.0
08/23/2023 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,29.6,4.5,0.0,0.0,0.0
08/23/2023 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,28.67,4.94,0.0,0.0,0.0
08/24/2023 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,28.43,4.59,0.0,0.0,0.0
08/24/2023 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,28.12,4.52,0.0,0.0,0.0
08/24/2023 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,27.42,4.98,0.0,0.0,0.0
08/24/2023 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,27.21,4.66,0.0,0.0,0.0
08/24/2023 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,26.63,4.14,0.0,0.0,0.0
08/24/2023 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,26.08,4.15,0.0,0.0,0.0
08/24/2023 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.25,3.58,0.0,0.0,0.0
08/24/2023 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.18,4.49,0.0,0.0,0.0
08/24/2023 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.84,4.21,29.89,21.07,148.72
08/24/2023 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.31,3.27,169.52,74.74,373.11
08/24/2023 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,26.33,2.47,346.66,105.13,549.01
08/24/2023 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,28.17,3.01,547.01,102.63,735.31
08/24/2023 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,29.6,3.81,693.55,119.98,779.27
08/24/2023 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,30.89,4.47,797.08,134.69,801.9
08/24/2023 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,31.98,4.89,857.92,103.37,869.12
08/24/2023 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,32.8,5.25,844.37,114.39,849.24
08/24/2023 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,33.66,5.64,760.2,113.09,808.09
08/24/2023 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,33.77,5.97,596.65,115.99,690.77
08/24/2023 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,34.2,6.83,460.17,105.1,643.44
08/24/2023 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,33.71,6.3,274.04,82.67,505.48
08/24/2023 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,33.06,6.06,106.47,41.52,345.63
08/24/2023 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,32.5,6.53,9.36,5.53,0.0
08/24/2023 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,31.97,6.43,0.0,0.0,0.0
08/24/2023 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,31.04,6.04,0.0,0.0,0.0
08/25/2023 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,30.66,6.36,0.0,0.0,0.0
08/25/2023 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,30.14,5.85,0.0,0.0,0.0
08/25/2023 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,29.13,3.88,0.0,0.0,0.0
08/25/2023 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,28.67,1.18,0.0,0.0,0.0
08/25/2023 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,27.87,2.05,0.0,0.0,0.0
08/25/2023 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,27.05,3.5,0.0,0.0,0.0
08/25/2023 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.27,1.36,0.0,0.0,0.0
08/25/2023 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.48,1.17,0.0,0.0,0.0
08/25/2023 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.7,2.26,29.04,15.65,237.74
08/25/2023 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.36,2.35,163.11,55.78,427.24
08/25/2023 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,26.33,1.26,341.13,81.42,593.93
08/25/2023 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,27.27,1.11,480.93,128.7,585.33
08/25/2023 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,27.85,2.2,579.54,260.43,435.09
08/25/2023 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,29.15,3.47,685.37,235.13,546.86
08/25/2023 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,29.51,3.46,667.89,228.03,508.35
08/25/2023 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,30.02,2.77,792.35,141.48,759.98
08/25/2023 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,30.3,2.07,735.27,118.1,774.03
08/25/2023 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,30.7,1.27,644.29,91.71,798.44
08/25/2023 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,30.35,1.35,449.04,89.56,656.3
08/25/2023 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,30.51,2.48,233.64,95.16,370.06
08/25/2023 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,29.1,1.07,102.72,45.5,312.2
08/25/2023 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,27.99,1.45,4.15,3.42,0.0
08/25/2023 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,26.94,2.21,0.0,0.0,0.0
08/25/2023 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,26.17,2.76,0.0,0.0,0.0
08/26/2023 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.22,2.18,0.0,0.0,0.0
08/26/2023 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.44,1.6,0.0,0.0,0.0
08/26/2023 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.66,2.76,0.0,0.0,0.0
08/26/2023 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.38,1.82,0.0,0.0,0.0
08/26/2023 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.99,0.4,0.0,0.0,0.0
08/26/2023 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.06,1.28,0.0,0.0,0.0
08/26/2023 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.31,1.81,0.0,0.0,0.0
