,"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),wind_speed (m/s),surface_solar_radiation (W/m^2),surface_diffuse_solar_radiation (W/m^2),direct_normal_solar_radiation (W/m^2)
03/22/2025 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.32,5.51,639.39,99.0,864.43
03/22/2025 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.39,5.31,749.06,124.51,866.91
03/22/2025 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.97,5.12,769.16,144.3,814.36
03/22/2025 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.49,5.4,814.3,115.86,915.9
03/22/2025 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.95,5.21,720.69,123.77,844.81
03/22/2025 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.32,5.0,629.57,103.41,872.35
03/22/2025 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.74,3.99,460.17,82.11,823.03
03/22/2025 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.19,2.89,257.13,60.01,691.59
03/22/2025 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.7,2.59,64.84,23.43,449.98
03/22/2025 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.54,1.7,0.0,0.0,0.0
03/22/2025 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.37,0.74,0.0,0.0,0.0
03/22/2025 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.68,1.58,0.0,0.0,0.0
03/23/2025 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.18,1.87,0.0,0.0,0.0
03/23/2025 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.85,1.84,0.0,0.0,0.0
03/23/2025 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.62,2.32,0.0,0.0,0.0
03/23/2025 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.76,2.7,0.0,0.0,0.0
03/23/2025 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.3,3.11,0.0,0.0,0.0
03/23/2025 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.31,3.72,0.0,0.0,0.0
03/23/2025 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.51,3.94,0.0,0.0,0.0
03/23/2025 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.64,4.52,0.0,0.0,0.0
03/23/2025 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.14,5.16,0.91,0.92,0.0
03/23/2025 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.16,5.54,51.53,48.89,19.9
03/23/2025 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.49,5.5,144.17,131.63,38.78
03/23/2025 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.71,6.3,156.54,151.31,10.59
03/23/2025 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.62,6.47,144.56,144.58,0.0
03/23/2025 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.32,6.38,137.99,135.0,4.12
03/23/2025 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.8,6.44,228.89,188.13,52.81
03/23/2025 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.04,7.49,232.28,199.83,42.33
03/23/2025 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.94,7.49,271.93,236.6,49.73
03/23/2025 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.74,6.18,171.06,156.4,24.16
03/23/2025 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.19,5.28,118.39,115.72,5.76
03/23/2025 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.67,5.6,58.48,58.51,0.0
03/23/2025 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.03,5.93,21.04,13.26,81.46
03/23/2025 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.97,8.33,0.0,0.0,0.0
03/23/2025 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.06,8.98,0.0,0.0,0.0
03/23/2025 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.2,7.53,0.0,0.0,0.0
03/24/2025 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.54,6.6,0.0,0.0,0.0
03/24/2025 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.06,6.39,0.0,0.0,0.0
03/24/2025 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.94,6.77,0.0,0.0,0.0
03/24/2025 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.79,6.77,0.0,0.0,0.0
03/24/2025 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.49,6.25,0.0,0.0,0.0
03/24/2025 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.96,5.78,0.0,0.0,0.0
03/24/2025 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.46,5.29,0.0,0.0,0.0
03/24/2025 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.73,5.67,0.0,0.0,0.0
03/24/2025 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.86,6.26,1.67,1.33,0.0
03/24/2025 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.57,6.33,99.86,35.34,467.06
03/24/2025 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.22,8.28,270.15,80.44,577.05
03/24/2025 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.02,8.52,482.82,103.87,760.57
03/24/2025 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.91,9.14,666.55,101.21,890.25
03/24/2025 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.24,8.55,785.65,108.4,927.96
03/24/2025 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.86,8.24,846.3,110.75,947.65
03/24/2025 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.81,8.42,834.64,110.0,939.96
03/24/2025 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.95,8.71,761.66,112.27,908.94
03/24/2025 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,11.06,8.5,596.29,136.54,752.93
03/24/2025 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.47,7.83,437.42,105.6,711.28
03/24/2025 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.09,6.49,239.7,76.65,558.45
03/24/2025 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.21,5.24,68.1,25.83,427.33
03/24/2025 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.19,4.84,0.0,0.05,0.0
03/24/2025 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.35,4.71,0.0,0.0,0.0
03/24/2025 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.45,4.38,0.0,0.0,0.0
03/25/2025 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.02,3.66,0.0,0.0,0.0
03/25/2025 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.87,3.07,0.0,0.0,0.0
03/25/2025 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.4,3.26,0.0,0.0,0.0
03/25/2025 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.17,3.21,0.0,0.0,0.0
03/25/2025 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.19,2.82,0.0,0.0,0.0
03/25/2025 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.16,2.49,0.0,0.0,0.0
03/25/2025 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.99,2.17,0.0,0.0,0.0
03/25/2025 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.32,2.21,0.0,0.0,0.0
03/25/2025 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.9,1.92,1.86,1.77,0.0
03/25/2025 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.03,2.05,66.21,59.22,48.66
03/25/2025 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.59,2.0,194.92,147.9,140.75
03/25/2025 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.22,2.95,356.03,210.12,289.87
03/25/2025 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.53,3.68,587.17,192.19,617.23
03/25/2025 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.24,4.68,633.06,255.73,513.74
03/25/2025 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.54,5.23,612.45,306.05,392.55
03/25/2025 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.28,5.41,285.28,260.15,32.42
03/25/2025 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.26,4.25,334.75,286.92,66.59
03/25/2025 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.33,3.9,410.6,237.13,282.39
03/25/2025 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.63,4.57,299.73,132.84,355.04
03/25/2025 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.68,3.78,203.76,87.93,392.08
03/25/2025 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.2,2.09,65.24,28.01,363.68
03/25/2025 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.27,1.83,0.02,0.06,0.0
03/25/2025 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.64,1.72,0.0,0.0,0.0
03/25/2025 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.49,2.12,0.0,0.0,0.0
03/26/2025 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.58,1.94,0.0,0.0,0.0
03/26/2025 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.03,2.1,0.0,0.0,0.0
03/26/2025 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.31,1.95,0.0,0.0,0.0
03/26/2025 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.63,1.86,0.0,0.0,0.0
03/26/2025 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.07,1.76,0.0,0.0,0.0
03/26/2025 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.44,1.53,0.0,0.0,0.0
03/26/2025 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.17,1.7,0.0,0.0,0.0
03/26/2025 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.41,2.38,0.0,0.0,0.0
03/26/2025 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.32,2.34,2.87,2.17,0.0
03/26/2025 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.3,2.5,112.55,37.63,503.07
03/26/2025 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.41,2.36,314.62,66.67,730.73
03/26/2025 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.54,2.59,513.75,82.47,848.24
03/26/2025 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.66,2.83,679.14,92.22,910.25
03/26/2025 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,11.35,3.4,771.84,109.67,895.94
03/26/2025 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,11.81,4.28,769.22,163.49,771.74
03/26/2025 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.26,4.15,705.29,211.37,633.95
03/26/2025 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.34,4.18,702.67,142.05,776.31
03/26/2025 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.37,4.59,560.59,155.68,655.27
03/26/2025 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.14,3.21,349.56,132.43,458.52
03/26/2025 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,11.69,1.68,155.47,79.27,254.98
03/26/2025 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.77,1.52,56.02,28.55,259.73
03/26/2025 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.57,0.84,0.06,0.1,0.0
03/26/2025 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.56,1.37,0.0,0.0,0.0
03/26/2025 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.92,1.91,0.0,0.0,0.0
03/27/2025 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.83,1.36,0.0,0.0,0.0
03/27/2025 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.25,1.39,0.0,0.0,0.0
03/27/2025 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.83,1.73,0.0,0.0,0.0
03/27/2025 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.04,1.82,0.0,0.0,0.0
03/27/2025 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.92,2.09,0.0,0.0,0.0
03/27/2025 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.42,2.19,0.0,0.0,0.0
03/27/2025 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.06,1.79,0.0,0.0,0.0
03/27/2025 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.28,2.15,0.0,0.0,0.0
03/27/2025 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.67,2.42,2.68,2.46,0.0
03/27/2025 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.5,3.25,87.23,43.72,281.97
03/27/2025 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.43,3.17,257.47,95.73,469.42
03/27/2025 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,11.55,3.86,352.32,192.07,312.07
03/27/2025 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,11.67,4.41,474.49,223.29,386.69
03/27/2025 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,11.92,4.7,315.57,210.04,141.92
03/27/2025 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.36,5.09,333.76,204.59,163.67
03/27/2025 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.91,5.18,312.96,271.61,52.8
03/27/2025 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.31,4.85,355.49,278.42,106.17
03/27/2025 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.15,5.07,318.96,146.67,277.19
03/27/2025 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,11.41,2.92,72.84,71.45,2.9
03/27/2025 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.98,3.14,30.76,30.8,0.0
03/27/2025 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,11.34,3.9,15.18,14.69,4.44
03/27/2025 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.88,3.92,0.06,0.1,0.0
03/27/2025 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.37,3.82,0.0,0.0,0.0
03/27/2025 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.22,4.0,0.0,0.0,0.0
03/28/2025 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.17,4.1,0.0,0.0,0.0
03/28/2025 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.45,4.14,0.0,0.0,0.0
03/28/2025 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.98,4.35,0.0,0.0,0.0
03/28/2025 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,11.0,4.4,0.0,0.0,0.0
03/28/2025 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.77,4.23,0.0,0.0,0.0
03/28/2025 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.71,4.16,0.0,0.0,0.0
03/28/2025 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.73,3.76,0.0,0.0,0.0
03/28/2025 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,11.08,4.29,0.0,0.0,0.0
03/28/2025 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.11,4.27,3.07,2.91,0.0
03/28/2025 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.29,4.26,63.47,46.34,107.28
03/28/2025 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.77,4.56,157.48,122.75,99.29
03/28/2025 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.68,4.94,314.16,199.46,221.23
03/28/2025 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.68,6.78,478.22,262.34,329.89
03/28/2025 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.65,8.61,689.69,200.41,653.99
03/28/2025 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.16,8.85,797.17,143.7,823.63
03/28/2025 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.07,8.69,808.12,105.33,892.87
03/28/2025 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,26.12,8.99,741.02,100.52,877.75
03/28/2025 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,26.48,9.25,590.18,88.62,802.37
03/28/2025 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,26.14,8.25,426.37,86.7,707.0
03/28/2025 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.52,7.58,237.89,65.93,562.67
03/28/2025 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.34,7.18,69.74,26.46,384.45
03/28/2025 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.18,6.4,0.22,0.16,0.0
03/28/2025 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.05,6.26,0.0,0.0,0.0
03/28/2025 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.45,7.24,0.0,0.0,0.0
03/29/2025 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.08,7.5,0.0,0.0,0.0
03/29/2025 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.24,7.2,0.0,0.0,0.0
03/29/2025 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.22,7.01,0.0,0.0,0.0
03/29/2025 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.83,7.01,0.0,0.0,0.0
03/29/2025 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.18,7.15,0.0,0.0,0.0
03/29/2025 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.38,6.96,0.0,0.0,0.0
03/29/2025 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.33,6.3,0.0,0.0,0.0
03/29/2025 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.95,6.19,0.0,0.0,0.0
03/29/2025 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.73,5.62,1.52,1.49,0.0
03/29/2025 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.59,5.37,57.11,42.31,89.73
03/29/2025 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.98,4.93,173.09,104.55,193.08
03/29/2025 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.22,5.21,215.33,149.23,126.27
03/29/2025 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.9,5.42,213.6,148.45,98.85
03/29/2025 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.04,6.04,153.87,149.89,5.28
03/29/2025 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.62,6.53,178.27,159.97,22.94
03/29/2025 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.01,5.87,86.16,84.26,2.41
03/29/2025 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.2,5.78,60.6,60.44,0.22
03/29/2025 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.54,5.64,85.21,84.57,1.02
03/29/2025 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.34,2.12,72.29,72.31,0.0
03/29/2025 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.99,2.45,47.84,47.88,0.0
03/29/2025 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.91,3.52,29.5,22.56,59.89
03/29/2025 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.95,5.45,0.15,0.19,0.0
03/29/2025 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.48,6.48,0.0,0.0,0.0
03/29/2025 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.74,6.58,0.0,0.0,0.0
03/30/2025 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.46,6.58,0.0,0.0,0.0
03/30/2025 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.04,6.5,0.0,0.0,0.0
03/30/2025 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.03,6.16,0.0,0.0,0.0
03/30/2025 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.32,5.86,0.0,0.0,0.0
03/30/2025 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.25,5.9,0.0,0.0,0.0
03/30/2025 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.44,5.69,0.0,0.0,0.0
03/30/2025 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.35,5.41,0.0,0.0,0.0
03/30/2025 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.44,5.7,0.0,0.0,0.0
03/30/2025 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.83,6.18,1.19,1.24,0.0
03/30/2025 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.27,6.46,20.74,19.47,7.47
03/30/2025 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.43,6.33,45.88,45.17,1.96
03/30/2025 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.68,6.95,87.84,80.55,13.79
03/30/2025 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.11,7.1,144.84,140.15,7.08
03/30/2025 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.9,7.03,128.31,128.33,0.0
03/30/2025 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.5,8.13,250.19,200.11,62.46
03/30/2025 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.21,8.81,763.37,145.51,777.26
03/30/2025 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.85,8.35,621.05,137.12,656.58
03/30/2025 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.76,7.74,466.92,111.69,561.99
03/30/2025 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.11,7.41,170.16,118.41,106.22
03/30/2025 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.03,5.94,43.38,43.39,0.0
03/30/2025 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.31,4.46,26.52,25.57,7.96
03/30/2025 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.1,4.51,0.32,0.36,0.0
03/30/2025 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.87,4.59,0.0,0.0,0.0
03/30/2025 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.96,5.13,0.0,0.0,0.0
03/31/2025 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,11.49,5.45,0.0,0.0,0.0
03/31/2025 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.28,6.02,0.0,0.0,0.0
03/31/2025 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.68,6.46,0.0,0.0,0.0
03/31/2025 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.88,6.53,0.0,0.0,0.0
03/31/2025 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.23,6.58,0.0,0.0,0.0
03/31/2025 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.62,6.43,0.0,0.0,0.0
03/31/2025 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.41,5.75,0.0,0.0,0.0
03/31/2025 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.69,6.09,0.0,0.0,0.0
03/31/2025 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.97,6.12,3.62,3.62,0.0
03/31/2025 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.04,5.87,47.82,45.44,13.57
03/31/2025 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.82,4.71,88.49,88.39,0.27
03/31/2025 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.31,4.69,138.36,120.94,32.66
03/31/2025 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.67,5.34,181.27,177.42,5.76
03/31/2025 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.36,5.96,219.87,214.58,6.94
03/31/2025 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.96,5.83,386.91,332.61,67.4
03/31/2025 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.38,5.38,430.38,369.31,76.45
03/31/2025 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.22,5.59,507.16,381.03,170.29
03/31/2025 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.58,5.72,517.33,270.24,388.79
03/31/2025 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.04,4.86,352.89,220.07,270.76
03/31/2025 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.87,4.5,220.54,114.53,335.85
03/31/2025 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.61,3.6,79.87,37.91,342.12
03/31/2025 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.24,2.79,0.58,0.53,0.0
03/31/2025 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.8,2.6,0.0,0.0,0.0
03/31/2025 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.1,2.4,0.0,0.0,0.0
04/01/2025 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.68,2.37,0.0,0.0,0.0
04/01/2025 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.98,2.54,0.0,0.0,0.0
04/01/2025 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.46,2.78,0.0,0.0,0.0
04/01/2025 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.33,2.8,0.0,0.0,0.0
04/01/2025 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.56,2.75,0.0,0.0,0.0
04/01/2025 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.91,2.96,0.0,0.0,0.0
04/01/2025 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.72,2.35,0.0,0.0,0.0
